Date,Time,HeartRate
2022-11-23,00:00:00,91
2022-11-23,00:00:01,91
2022-11-23,00:00:01,91
2022-11-23,00:00:03,91
2022-11-23,00:00:04,90
2022-11-23,00:00:05,90
2022-11-23,00:00:06,90
2022-11-23,00:00:07,89
2022-11-23,00:00:07,89
2022-11-23,00:00:09,89
2022-11-23,00:00:10,90
2022-11-23,00:00:10,90
2022-11-23,00:00:12,90
2022-11-23,00:00:13,90
2022-11-23,00:00:13,90
2022-11-23,00:00:15,90
2022-11-23,00:00:16,90
2022-11-23,00:00:16,90
2022-11-23,00:00:18,90
2022-11-23,00:00:19,90
2022-11-23,00:00:19,90
2022-11-23,00:00:21,90
2022-11-23,00:00:22,91
2022-11-23,00:00:23,91
2022-11-23,00:00:24,91
2022-11-23,00:00:25,91
2022-11-23,00:00:25,90
2022-11-23,00:00:27,90
2022-11-23,00:00:28,90
2022-11-23,00:00:29,90
2022-11-23,00:00:31,90
2022-11-23,00:00:32,91
2022-11-23,00:00:33,91
2022-11-23,00:00:33,91
2022-11-23,00:00:34,91
2022-11-23,00:00:35,90
2022-11-23,00:00:36,90
2022-11-23,00:00:37,90
2022-11-23,00:00:38,90
2022-11-23,00:00:39,90
2022-11-23,00:00:40,89
2022-11-23,00:00:41,89
2022-11-23,00:00:42,89
2022-11-23,00:00:43,89
2022-11-23,00:00:44,89
2022-11-23,00:00:48,88
2022-11-23,00:00:48,88
2022-11-23,00:00:51,87
2022-11-23,00:00:53,87
2022-11-23,00:00:53,87
2022-11-23,00:00:53,86
2022-11-23,00:00:53,86
2022-11-23,00:00:53,85
2022-11-23,00:00:54,85
2022-11-23,00:00:54,84
2022-11-23,00:00:55,84
2022-11-23,00:00:56,84
2022-11-23,00:00:58,83
2022-11-23,00:00:59,83
2022-11-23,00:01:00,83
2022-11-23,00:01:00,83
2022-11-23,00:01:01,82
2022-11-23,00:01:03,82
2022-11-23,00:01:07,82
2022-11-23,00:01:07,82
2022-11-23,00:01:07,82
2022-11-23,00:01:07,82
2022-11-23,00:01:07,82
2022-11-23,00:01:07,82
2022-11-23,00:01:09,83
2022-11-23,00:01:10,83
2022-11-23,00:01:13,83
2022-11-23,00:01:13,83
2022-11-23,00:01:13,83
2022-11-23,00:01:18,83
2022-11-23,00:01:18,83
2022-11-23,00:01:18,84
2022-11-23,00:01:18,84
2022-11-23,00:01:19,84
2022-11-23,00:01:19,85
2022-11-23,00:01:22,84
2022-11-23,00:01:22,84
2022-11-23,00:01:23,84
2022-11-23,00:01:23,84
2022-11-23,00:01:26,84
2022-11-23,00:01:26,85
2022-11-23,00:01:26,84
2022-11-23,00:01:27,84
2022-11-23,00:01:33,85
2022-11-23,00:01:33,85
2022-11-23,00:01:36,85
2022-11-23,00:01:36,85
2022-11-23,00:01:36,86
2022-11-23,00:01:37,86
2022-11-23,00:01:37,87
2022-11-23,00:01:37,88
2022-11-23,00:01:37,88
2022-11-23,00:01:37,89
2022-11-23,00:01:38,89
2022-11-23,00:01:38,88
2022-11-23,00:01:40,88
2022-11-23,00:01:41,88
2022-11-23,00:01:42,87
2022-11-23,00:01:45,86
2022-11-23,00:01:45,86
2022-11-23,00:01:45,86
2022-11-23,00:01:46,85
2022-11-23,00:01:48,85
2022-11-23,00:01:49,85
2022-11-23,00:01:51,85
2022-11-23,00:01:51,85
2022-11-23,00:01:51,85
2022-11-23,00:01:52,85
2022-11-23,00:01:52,85
2022-11-23,00:01:53,85
2022-11-23,00:01:55,85
2022-11-23,00:01:55,85
2022-11-23,00:01:57,85
2022-11-23,00:01:58,85
2022-11-23,00:01:59,85
2022-11-23,00:02:00,84
2022-11-23,00:02:01,85
2022-11-23,00:02:03,85
2022-11-23,00:02:03,86
2022-11-23,00:02:04,88
2022-11-23,00:02:05,89
2022-11-23,00:02:06,90
2022-11-23,00:02:08,90
2022-11-23,00:02:08,91
2022-11-23,00:02:09,92
2022-11-23,00:02:11,92
2022-11-23,00:02:11,92
2022-11-23,00:02:12,92
2022-11-23,00:02:13,92
2022-11-23,00:02:16,92
2022-11-23,00:02:16,92
2022-11-23,00:02:16,91
2022-11-23,00:02:18,91
2022-11-23,00:02:18,91
2022-11-23,00:02:19,92
2022-11-23,00:02:21,92
2022-11-23,00:02:21,92
2022-11-23,00:02:22,92
2022-11-23,00:02:23,92
2022-11-23,00:02:25,92
2022-11-23,00:02:25,92
2022-11-23,00:02:26,92
2022-11-23,00:02:27,91
2022-11-23,00:02:28,91
2022-11-23,00:02:29,90
2022-11-23,00:02:31,91
2022-11-23,00:02:31,90
2022-11-23,00:02:33,90
2022-11-23,00:02:33,90
2022-11-23,00:02:35,90
2022-11-23,00:02:35,89
2022-11-23,00:02:36,89
2022-11-23,00:02:38,88
2022-11-23,00:02:38,88
2022-11-23,00:02:40,88
2022-11-23,00:02:40,88
2022-11-23,00:02:42,88
2022-11-23,00:02:42,88
2022-11-23,00:02:43,88
