Date,Time,HeartRate
2022-12-20,00:00:00,0
2022-12-20,00:00:01,0
2022-12-20,00:00:02,0
2022-12-20,00:00:02,0
2022-12-20,00:00:04,84
2022-12-20,00:00:05,83
2022-12-20,00:00:06,83
2022-12-20,00:00:07,88
2022-12-20,00:00:08,82
2022-12-20,00:00:08,82
2022-12-20,00:00:10,86
2022-12-20,00:00:11,86
2022-12-20,00:00:12,93
2022-12-20,00:00:13,93
2022-12-20,00:00:13,93
2022-12-20,00:00:15,93
2022-12-20,00:00:16,91
2022-12-20,00:00:17,90
2022-12-20,00:00:17,93
2022-12-20,00:00:19,93
2022-12-20,00:00:19,93
2022-12-20,00:00:21,93
2022-12-20,00:00:22,99
2022-12-20,00:00:22,99
2022-12-20,00:00:23,99
2022-12-20,00:00:25,93
2022-12-20,00:00:25,89
2022-12-20,00:00:27,85
2022-12-20,00:00:28,85
2022-12-20,00:00:30,85
2022-12-20,00:00:30,85
2022-12-20,00:00:31,85
2022-12-20,00:00:32,85
2022-12-20,00:00:34,0
2022-12-20,00:00:36,0
2022-12-20,00:00:36,0
2022-12-20,00:00:37,0
2022-12-20,00:00:37,0
2022-12-20,00:00:38,75
2022-12-20,00:00:38,74
2022-12-20,00:00:41,73
2022-12-20,00:00:41,72
2022-12-20,00:00:43,73
2022-12-20,00:00:43,72
2022-12-20,00:00:45,72
2022-12-20,00:00:45,71
2022-12-20,00:00:46,71
2022-12-20,00:00:47,71
2022-12-20,00:00:48,71
2022-12-20,00:00:49,71
2022-12-20,00:00:50,71
2022-12-20,00:00:51,71
2022-12-20,00:00:52,71
2022-12-20,00:00:53,71
2022-12-20,00:00:53,71
2022-12-20,00:00:56,0
2022-12-20,00:00:57,0
2022-12-20,00:00:57,0
2022-12-20,00:00:58,75
2022-12-20,00:00:59,75
2022-12-20,00:01:01,76
2022-12-20,00:01:04,77
2022-12-20,00:01:04,77
2022-12-20,00:01:04,76
2022-12-20,00:01:04,74
2022-12-20,00:01:06,74
2022-12-20,00:01:07,74
2022-12-20,00:01:08,74
2022-12-20,00:01:08,73
2022-12-20,00:01:09,74
2022-12-20,00:01:10,73
2022-12-20,00:01:13,74
2022-12-20,00:01:13,73
2022-12-20,00:01:13,73
2022-12-20,00:01:14,73
2022-12-20,00:01:15,73
2022-12-20,00:01:18,73
2022-12-20,00:01:19,73
2022-12-20,00:01:21,72
2022-12-20,00:01:21,71
2022-12-20,00:01:21,71
2022-12-20,00:01:21,71
2022-12-20,00:01:22,71
2022-12-20,00:01:26,71
2022-12-20,00:01:26,71
2022-12-20,00:01:26,71
2022-12-20,00:01:28,71
2022-12-20,00:01:28,71
2022-12-20,00:01:29,71
2022-12-20,00:01:29,71
2022-12-20,00:01:32,70
2022-12-20,00:01:32,70
2022-12-20,00:01:32,70
2022-12-20,00:01:34,69
2022-12-20,00:01:34,69
2022-12-20,00:01:35,69
2022-12-20,00:01:36,69
2022-12-20,00:01:37,69
2022-12-20,00:01:38,76
2022-12-20,00:01:39,88
2022-12-20,00:01:40,94
2022-12-20,00:01:41,94
2022-12-20,00:01:42,94
2022-12-20,00:01:43,97
2022-12-20,00:01:43,97
2022-12-20,00:01:45,97
2022-12-20,00:01:46,97
2022-12-20,00:01:46,94
2022-12-20,00:01:48,91
2022-12-20,00:01:49,88
2022-12-20,00:01:49,86
2022-12-20,00:01:51,82
2022-12-20,00:01:52,81
2022-12-20,00:01:53,79
2022-12-20,00:01:55,78
2022-12-20,00:01:55,77
2022-12-20,00:01:56,76
2022-12-20,00:01:58,75
2022-12-20,00:01:58,74
2022-12-20,00:01:59,74
2022-12-20,00:02:00,73
2022-12-20,00:02:01,72
2022-12-20,00:02:02,72
2022-12-20,00:02:03,72
2022-12-20,00:02:04,71
2022-12-20,00:02:05,71
2022-12-20,00:02:06,70
2022-12-20,00:02:07,70
2022-12-20,00:02:08,70
2022-12-20,00:02:09,70
2022-12-20,00:02:10,70
2022-12-20,00:02:12,70
2022-12-20,00:02:12,70
2022-12-20,00:02:13,70
2022-12-20,00:02:15,70
2022-12-20,00:02:15,70
2022-12-20,00:02:17,70
2022-12-20,00:02:17,70
2022-12-20,00:02:17,70
