Date,Time,HeartRate
2022-12-14,00:00:00,86
2022-12-14,00:00:01,87
2022-12-14,00:00:01,87
2022-12-14,00:00:02,89
2022-12-14,00:00:04,89
2022-12-14,00:00:04,89
2022-12-14,00:00:06,89
2022-12-14,00:00:07,89
2022-12-14,00:00:08,89
2022-12-14,00:00:08,88
2022-12-14,00:00:10,87
2022-12-14,00:00:10,87
2022-12-14,00:00:11,86
2022-12-14,00:00:13,86
2022-12-14,00:00:13,85
2022-12-14,00:00:15,85
2022-12-14,00:00:16,84
2022-12-14,00:00:16,84
2022-12-14,00:00:17,84
2022-12-14,00:00:19,84
2022-12-14,00:00:19,84
2022-12-14,00:00:21,84
2022-12-14,00:00:22,84
2022-12-14,00:00:22,84
2022-12-14,00:00:23,84
2022-12-14,00:00:25,85
2022-12-14,00:00:26,85
2022-12-14,00:00:26,85
2022-12-14,00:00:28,86
2022-12-14,00:00:31,87
2022-12-14,00:00:31,87
2022-12-14,00:00:32,87
2022-12-14,00:00:32,87
2022-12-14,00:00:32,87
2022-12-14,00:00:34,87
2022-12-14,00:00:34,86
2022-12-14,00:00:36,86
2022-12-14,00:00:37,86
2022-12-14,00:00:37,86
2022-12-14,00:00:38,86
2022-12-14,00:00:40,87
2022-12-14,00:00:40,87
2022-12-14,00:00:42,87
2022-12-14,00:00:43,86
2022-12-14,00:00:44,86
2022-12-14,00:00:46,86
2022-12-14,00:00:47,86
2022-12-14,00:00:48,86
2022-12-14,00:00:49,87
2022-12-14,00:00:49,87
2022-12-14,00:00:53,87
2022-12-14,00:00:53,87
2022-12-14,00:00:56,87
2022-12-14,00:00:56,87
2022-12-14,00:00:58,87
2022-12-14,00:00:58,87
2022-12-14,00:00:58,86
2022-12-14,00:00:59,86
2022-12-14,00:01:00,86
2022-12-14,00:01:00,86
2022-12-14,00:01:00,87
2022-12-14,00:01:01,87
2022-12-14,00:01:02,88
2022-12-14,00:01:03,89
2022-12-14,00:01:05,89
2022-12-14,00:01:11,89
2022-12-14,00:01:11,89
2022-12-14,00:01:11,89
2022-12-14,00:01:11,89
2022-12-14,00:01:11,89
2022-12-14,00:01:11,89
2022-12-14,00:01:11,89
2022-12-14,00:01:11,88
2022-12-14,00:01:14,88
2022-12-14,00:01:14,88
2022-12-14,00:01:15,88
2022-12-14,00:01:16,88
2022-12-14,00:01:18,88
2022-12-14,00:01:19,87
2022-12-14,00:01:20,87
2022-12-14,00:01:22,88
2022-12-14,00:01:22,87
2022-12-14,00:01:22,87
2022-12-14,00:01:24,87
2022-12-14,00:01:24,87
2022-12-14,00:01:25,87
2022-12-14,00:01:25,87
2022-12-14,00:01:29,87
2022-12-14,00:01:29,87
2022-12-14,00:01:31,87
2022-12-14,00:01:31,87
2022-12-14,00:01:31,87
2022-12-14,00:01:32,87
2022-12-14,00:01:34,86
2022-12-14,00:01:34,87
2022-12-14,00:01:35,87
2022-12-14,00:01:36,87
2022-12-14,00:01:38,88
2022-12-14,00:01:38,87
2022-12-14,00:01:42,87
2022-12-14,00:01:42,87
2022-12-14,00:01:42,87
2022-12-14,00:01:44,87
2022-12-14,00:01:44,87
2022-12-14,00:01:44,87
2022-12-14,00:01:45,87
2022-12-14,00:01:46,87
2022-12-14,00:01:47,88
2022-12-14,00:01:50,87
2022-12-14,00:01:51,87
2022-12-14,00:01:56,87
2022-12-14,00:01:56,87
2022-12-14,00:01:56,87
2022-12-14,00:01:56,87
2022-12-14,00:01:56,87
2022-12-14,00:01:56,88
2022-12-14,00:01:57,88
2022-12-14,00:01:58,88
2022-12-14,00:01:59,88
2022-12-14,00:01:59,88
2022-12-14,00:02:00,88
2022-12-14,00:02:01,88
2022-12-14,00:02:06,88
2022-12-14,00:02:08,88
2022-12-14,00:02:09,88
2022-12-14,00:02:10,89
2022-12-14,00:02:13,89
2022-12-14,00:02:13,89
2022-12-14,00:02:13,89
2022-12-14,00:02:13,89
2022-12-14,00:02:13,89
2022-12-14,00:02:13,89
2022-12-14,00:02:13,89
2022-12-14,00:02:14,89
2022-12-14,00:02:14,89
2022-12-14,00:02:15,89
2022-12-14,00:02:16,88
2022-12-14,00:02:16,88
2022-12-14,00:02:17,88
2022-12-14,00:02:19,87
2022-12-14,00:02:19,87
2022-12-14,00:02:22,87
2022-12-14,00:02:24,87
2022-12-14,00:02:25,87
2022-12-14,00:02:25,87
2022-12-14,00:02:25,88
2022-12-14,00:02:28,88
2022-12-14,00:02:28,88
2022-12-14,00:02:28,88
2022-12-14,00:02:29,88
2022-12-14,00:02:31,88
2022-12-14,00:02:32,88
2022-12-14,00:02:33,88
2022-12-14,00:02:34,88
2022-12-14,00:02:34,88
2022-12-14,00:02:35,88
2022-12-14,00:02:36,88
2022-12-14,00:02:39,88
2022-12-14,00:02:39,88
2022-12-14,00:02:41,89
2022-12-14,00:02:41,89
2022-12-14,00:02:41,89
2022-12-14,00:02:42,90
2022-12-14,00:02:43,90
2022-12-14,00:02:44,90
2022-12-14,00:02:47,90
2022-12-14,00:02:47,90
2022-12-14,00:02:47,90
2022-12-14,00:02:47,90
2022-12-14,00:02:49,90
2022-12-14,00:02:50,90
2022-12-14,00:02:51,90
2022-12-14,00:02:52,90
2022-12-14,00:02:53,90
2022-12-14,00:02:56,91
2022-12-14,00:02:56,91
2022-12-14,00:02:56,91
2022-12-14,00:02:56,91
2022-12-14,00:02:58,91
2022-12-14,00:03:00,91
2022-12-14,00:03:00,91
2022-12-14,00:03:01,91
2022-12-14,00:03:02,91
2022-12-14,00:03:02,91
2022-12-14,00:03:06,91
2022-12-14,00:03:06,91
2022-12-14,00:03:07,91
2022-12-14,00:03:07,91
2022-12-14,00:03:08,90
2022-12-14,00:03:08,90
2022-12-14,00:03:11,90
2022-12-14,00:03:12,90
2022-12-14,00:03:12,89
2022-12-14,00:03:14,89
2022-12-14,00:03:14,89
2022-12-14,00:03:16,89
2022-12-14,00:03:16,89
2022-12-14,00:03:17,89
2022-12-14,00:03:19,89
2022-12-14,00:03:19,89
2022-12-14,00:03:21,89
2022-12-14,00:03:21,89
2022-12-14,00:03:23,89
2022-12-14,00:03:23,89
2022-12-14,00:03:24,90
2022-12-14,00:03:25,90
2022-12-14,00:03:28,90
2022-12-14,00:03:28,90
2022-12-14,00:03:28,90
2022-12-14,00:03:30,90
2022-12-14,00:03:30,90
2022-12-14,00:03:31,91
2022-12-14,00:03:32,91
2022-12-14,00:03:33,91
2022-12-14,00:03:37,91
2022-12-14,00:03:37,91
2022-12-14,00:03:37,91
2022-12-14,00:03:37,91
2022-12-14,00:03:38,91
2022-12-14,00:03:38,91
2022-12-14,00:03:40,91
2022-12-14,00:03:41,91
2022-12-14,00:03:41,91
2022-12-14,00:03:43,91
2022-12-14,00:03:46,91
2022-12-14,00:03:46,91
2022-12-14,00:03:46,91
2022-12-14,00:03:46,91
2022-12-14,00:03:49,91
2022-12-14,00:03:49,91
2022-12-14,00:03:50,91
2022-12-14,00:03:51,91
2022-12-14,00:03:52,91
2022-12-14,00:03:52,91
2022-12-14,00:03:55,90
2022-12-14,00:03:55,90
2022-12-14,00:03:55,91
2022-12-14,00:03:57,91
2022-12-14,00:03:58,91
2022-12-14,00:03:58,91
2022-12-14,00:04:00,91
2022-12-14,00:04:01,91
2022-12-14,00:04:02,91
2022-12-14,00:04:04,91
2022-12-14,00:04:04,91
2022-12-14,00:04:06,91
2022-12-14,00:04:06,91
2022-12-14,00:04:07,91
2022-12-14,00:04:08,91
2022-12-14,00:04:09,91
2022-12-14,00:04:11,91
2022-12-14,00:04:11,92
2022-12-14,00:04:12,91
2022-12-14,00:04:13,92
2022-12-14,00:04:14,92
2022-12-14,00:04:15,92
2022-12-14,00:04:18,92
2022-12-14,00:04:18,92
2022-12-14,00:04:18,92
2022-12-14,00:04:20,92
2022-12-14,00:04:20,92
2022-12-14,00:04:21,92
2022-12-14,00:04:22,91
2022-12-14,00:04:23,91
2022-12-14,00:04:24,92
2022-12-14,00:04:25,92
2022-12-14,00:04:26,92
2022-12-14,00:04:26,92
2022-12-14,00:04:28,92
2022-12-14,00:04:29,92
2022-12-14,00:04:30,92
2022-12-14,00:04:31,92
2022-12-14,00:04:32,92
2022-12-14,00:04:33,92
2022-12-14,00:04:34,92
2022-12-14,00:04:35,93
2022-12-14,00:04:36,93
2022-12-14,00:04:37,93
2022-12-14,00:04:38,93
2022-12-14,00:04:38,92
2022-12-14,00:04:42,92
2022-12-14,00:04:42,92
2022-12-14,00:04:42,92
2022-12-14,00:04:43,92
2022-12-14,00:04:43,92
2022-12-14,00:04:45,92
2022-12-14,00:04:46,93
2022-12-14,00:04:46,93
2022-12-14,00:04:47,93
2022-12-14,00:04:49,92
2022-12-14,00:04:52,91
2022-12-14,00:04:52,90
2022-12-14,00:04:52,89
2022-12-14,00:04:53,89
2022-12-14,00:04:54,89
2022-12-14,00:04:55,89
2022-12-14,00:04:56,90
2022-12-14,00:04:57,90
2022-12-14,00:04:58,91
2022-12-14,00:05:00,91
2022-12-14,00:05:00,92
2022-12-14,00:05:01,94
2022-12-14,00:05:05,95
2022-12-14,00:05:05,95
2022-12-14,00:05:05,96
2022-12-14,00:05:05,97
2022-12-14,00:05:06,97
2022-12-14,00:05:07,96
2022-12-14,00:05:08,95
2022-12-14,00:05:10,94
2022-12-14,00:05:10,92
2022-12-14,00:05:11,92
2022-12-14,00:05:11,91
2022-12-14,00:05:13,91
2022-12-14,00:05:15,91
2022-12-14,00:05:15,91
2022-12-14,00:05:16,92
2022-12-14,00:05:17,93
2022-12-14,00:05:17,94
2022-12-14,00:05:19,95
2022-12-14,00:05:20,96
2022-12-14,00:05:21,97
2022-12-14,00:05:22,97
2022-12-14,00:05:23,97
2022-12-14,00:05:23,97
2022-12-14,00:05:25,97
2022-12-14,00:05:26,97
2022-12-14,00:05:26,97
2022-12-14,00:05:28,97
2022-12-14,00:05:30,98
2022-12-14,00:05:30,98
2022-12-14,00:05:31,99
2022-12-14,00:05:32,99
2022-12-14,00:05:32,100
2022-12-14,00:05:35,100
2022-12-14,00:05:36,101
2022-12-14,00:05:40,102
2022-12-14,00:05:40,103
2022-12-14,00:05:40,103
2022-12-14,00:05:40,103
2022-12-14,00:05:41,102
2022-12-14,00:05:43,101
2022-12-14,00:05:43,101
2022-12-14,00:05:43,101
2022-12-14,00:05:45,100
2022-12-14,00:05:46,100
2022-12-14,00:05:47,101
2022-12-14,00:05:47,101
2022-12-14,00:05:48,101
2022-12-14,00:05:51,101
2022-12-14,00:05:51,101
2022-12-14,00:05:51,101
