Date,Time,HeartRate
2022-11-23,00:00:00,0
2022-11-23,00:00:03,73
2022-11-23,00:00:09,74
2022-11-23,00:00:09,74
2022-11-23,00:00:16,75
2022-11-23,00:00:16,76
2022-11-23,00:00:20,77
2022-11-23,00:00:20,77
2022-11-23,00:00:21,78
2022-11-23,00:00:21,78
2022-11-23,00:00:21,78
2022-11-23,00:00:22,79
2022-11-23,00:00:22,79
2022-11-23,00:00:22,79
2022-11-23,00:00:22,79
2022-11-23,00:00:22,79
2022-11-23,00:00:22,79
2022-11-23,00:00:22,78
2022-11-23,00:00:22,78
2022-11-23,00:00:22,78
2022-11-23,00:00:22,78
2022-11-23,00:00:22,77
2022-11-23,00:00:22,77
2022-11-23,00:00:22,77
2022-11-23,00:00:23,77
2022-11-23,00:00:24,77
2022-11-23,00:00:25,76
2022-11-23,00:00:26,76
2022-11-23,00:00:00,0
2022-11-23,00:00:03,73
2022-11-23,00:00:09,74
2022-11-23,00:00:09,74
2022-11-23,00:00:16,75
2022-11-23,00:00:16,76
2022-11-23,00:00:20,77
2022-11-23,00:00:20,77
2022-11-23,00:00:21,78
2022-11-23,00:00:21,78
2022-11-23,00:00:21,78
2022-11-23,00:00:22,79
2022-11-23,00:00:22,79
2022-11-23,00:00:22,79
2022-11-23,00:00:22,79
2022-11-23,00:00:22,79
2022-11-23,00:00:22,79
2022-11-23,00:00:22,78
2022-11-23,00:00:22,78
2022-11-23,00:00:22,78
2022-11-23,00:00:22,78
2022-11-23,00:00:22,77
2022-11-23,00:00:22,77
2022-11-23,00:00:22,77
2022-11-23,00:00:23,77
2022-11-23,00:00:24,77
2022-11-23,00:00:25,76
2022-11-23,00:00:26,76
