Date,Time,HeartRate
2022-11-25,00:00:00,196
2022-11-25,00:00:01,88
2022-11-25,00:00:01,83
2022-11-25,00:00:03,81
2022-11-25,00:00:04,80
2022-11-25,00:00:04,80
2022-11-25,00:00:06,80
2022-11-25,00:00:07,81
2022-11-25,00:00:07,82
2022-11-25,00:00:09,82
2022-11-25,00:00:10,82
2022-11-25,00:00:10,82
2022-11-25,00:00:12,82
2022-11-25,00:00:13,81
2022-11-25,00:00:13,81
2022-11-25,00:00:15,81
2022-11-25,00:00:16,81
2022-11-25,00:00:16,81
2022-11-25,00:00:18,81
2022-11-25,00:00:19,81
2022-11-25,00:00:19,82
2022-11-25,00:00:21,82
2022-11-25,00:00:22,82
2022-11-25,00:00:22,83
2022-11-25,00:00:24,84
2022-11-25,00:00:25,84
2022-11-25,00:00:26,84
2022-11-25,00:00:27,84
2022-11-25,00:00:28,83
2022-11-25,00:00:29,83
2022-11-25,00:00:30,83
2022-11-25,00:00:31,82
2022-11-25,00:00:32,82
2022-11-25,00:00:33,82
2022-11-25,00:00:34,82
2022-11-25,00:00:35,82
2022-11-25,00:00:36,83
2022-11-25,00:00:37,83
2022-11-25,00:00:38,83
2022-11-25,00:00:39,84
2022-11-25,00:00:40,84
2022-11-25,00:00:40,84
2022-11-25,00:00:42,84
2022-11-25,00:00:43,84
2022-11-25,00:00:43,83
2022-11-25,00:00:45,83
2022-11-25,00:00:46,82
2022-11-25,00:00:46,82
2022-11-25,00:00:48,81
2022-11-25,00:00:49,81
2022-11-25,00:00:50,81
2022-11-25,00:00:51,81
2022-11-25,00:00:52,80
2022-11-25,00:00:53,80
2022-11-25,00:00:55,78
2022-11-25,00:00:55,78
2022-11-25,00:00:56,77
2022-11-25,00:00:57,77
2022-11-25,00:00:58,76
2022-11-25,00:00:59,76
2022-11-25,00:01:00,77
2022-11-25,00:01:01,78
2022-11-25,00:01:02,78
2022-11-25,00:01:03,78
2022-11-25,00:01:04,79
2022-11-25,00:01:05,79
2022-11-25,00:01:06,79
2022-11-25,00:01:07,79
2022-11-25,00:01:08,79
2022-11-25,00:01:09,79
2022-11-25,00:01:11,80
2022-11-25,00:01:12,80
2022-11-25,00:01:12,80
2022-11-25,00:01:13,81
2022-11-25,00:01:15,81
2022-11-25,00:01:15,81
2022-11-25,00:01:16,80
2022-11-25,00:01:17,80
2022-11-25,00:01:19,80
2022-11-25,00:01:19,80
2022-11-25,00:01:20,80
2022-11-25,00:01:21,80
2022-11-25,00:01:22,80
2022-11-25,00:01:23,80
2022-11-25,00:01:24,80
2022-11-25,00:01:25,80
2022-11-25,00:01:26,80
2022-11-25,00:01:27,80
2022-11-25,00:01:28,80
2022-11-25,00:01:28,80
2022-11-25,00:01:30,80
2022-11-25,00:01:31,80
2022-11-25,00:01:31,80
2022-11-25,00:01:33,80
2022-11-25,00:01:34,79
2022-11-25,00:01:34,79
2022-11-25,00:01:36,79
2022-11-25,00:01:37,80
2022-11-25,00:01:37,80
2022-11-25,00:01:39,80
2022-11-25,00:01:40,81
2022-11-25,00:01:40,81
2022-11-25,00:01:42,81
2022-11-25,00:01:43,81
2022-11-25,00:01:44,81
2022-11-25,00:01:45,81
2022-11-25,00:01:47,81
2022-11-25,00:01:47,81
2022-11-25,00:01:48,81
2022-11-25,00:01:49,81
2022-11-25,00:01:50,81
2022-11-25,00:01:51,80
2022-11-25,00:01:52,80
2022-11-25,00:01:54,80
2022-11-25,00:01:54,80
2022-11-25,00:01:55,80
2022-11-25,00:01:56,80
2022-11-25,00:01:57,81
2022-11-25,00:01:58,81
2022-11-25,00:01:59,81
2022-11-25,00:02:00,80
2022-11-25,00:02:01,80
2022-11-25,00:02:02,79
2022-11-25,00:02:03,79
2022-11-25,00:02:04,78
2022-11-25,00:02:05,78
2022-11-25,00:02:06,78
2022-11-25,00:02:07,78
2022-11-25,00:02:08,78
2022-11-25,00:02:09,78
2022-11-25,00:02:10,79
2022-11-25,00:02:11,79
2022-11-25,00:02:12,79
2022-11-25,00:02:13,80
2022-11-25,00:02:14,80
2022-11-25,00:02:16,80
2022-11-25,00:02:16,81
2022-11-25,00:02:17,81
2022-11-25,00:02:19,81
2022-11-25,00:02:19,81
2022-11-25,00:02:20,81
2022-11-25,00:02:21,81
2022-11-25,00:02:22,81
2022-11-25,00:02:22,81
2022-11-25,00:02:24,81
2022-11-25,00:02:25,81
2022-11-25,00:02:25,81
2022-11-25,00:02:27,81
2022-11-25,00:02:28,81
2022-11-25,00:02:28,82
2022-11-25,00:02:31,82
2022-11-25,00:02:31,82
2022-11-25,00:02:31,82
2022-11-25,00:02:33,82
2022-11-25,00:02:34,82
2022-11-25,00:02:35,81
2022-11-25,00:02:36,80
2022-11-25,00:02:37,79
2022-11-25,00:02:38,79
2022-11-25,00:02:39,78
2022-11-25,00:02:40,77
2022-11-25,00:02:42,76
2022-11-25,00:02:42,76
2022-11-25,00:02:43,76
2022-11-25,00:02:44,76
2022-11-25,00:02:45,76
2022-11-25,00:02:46,77
2022-11-25,00:02:47,77
2022-11-25,00:02:48,77
2022-11-25,00:02:49,77
2022-11-25,00:02:51,77
2022-11-25,00:02:51,77
2022-11-25,00:02:52,77
2022-11-25,00:02:53,77
2022-11-25,00:02:54,78
2022-11-25,00:02:55,78
2022-11-25,00:02:57,79
2022-11-25,00:02:57,80
2022-11-25,00:02:58,81
2022-11-25,00:02:59,82
2022-11-25,00:03:00,83
2022-11-25,00:03:01,83
2022-11-25,00:03:02,83
2022-11-25,00:03:04,84
2022-11-25,00:03:04,84
2022-11-25,00:03:05,84
2022-11-25,00:03:06,84
2022-11-25,00:03:08,84
2022-11-25,00:03:08,83
2022-11-25,00:03:09,82
2022-11-25,00:03:10,82
2022-11-25,00:03:11,82
2022-11-25,00:03:12,81
2022-11-25,00:03:13,81
2022-11-25,00:03:13,81
2022-11-25,00:03:15,82
2022-11-25,00:03:16,82
2022-11-25,00:03:17,82
2022-11-25,00:03:18,82
2022-11-25,00:03:19,82
2022-11-25,00:03:20,83
2022-11-25,00:03:24,83
2022-11-25,00:03:24,83
2022-11-25,00:03:24,83
2022-11-25,00:03:25,83
2022-11-25,00:03:29,82
2022-11-25,00:03:29,81
2022-11-25,00:03:29,81
2022-11-25,00:03:29,80
2022-11-25,00:03:30,80
2022-11-25,00:03:30,79
2022-11-25,00:03:33,79
2022-11-25,00:03:33,79
2022-11-25,00:03:33,78
2022-11-25,00:03:35,78
2022-11-25,00:03:35,78
2022-11-25,00:03:36,78
2022-11-25,00:03:37,78
2022-11-25,00:03:39,77
2022-11-25,00:03:39,77
2022-11-25,00:03:42,77
2022-11-25,00:03:42,76
2022-11-25,00:03:42,76
2022-11-25,00:03:43,77
2022-11-25,00:03:45,77
2022-11-25,00:03:45,77
2022-11-25,00:03:46,77
2022-11-25,00:03:47,77
2022-11-25,00:03:48,77
2022-11-25,00:03:49,77
2022-11-25,00:03:50,77
2022-11-25,00:03:51,77
2022-11-25,00:03:52,77
2022-11-25,00:03:53,77
2022-11-25,00:03:54,77
2022-11-25,00:03:55,77
2022-11-25,00:03:55,77
2022-11-25,00:03:57,77
2022-11-25,00:03:58,77
2022-11-25,00:03:58,77
2022-11-25,00:04:00,77
2022-11-25,00:04:01,77
2022-11-25,00:04:01,77
2022-11-25,00:04:03,77
2022-11-25,00:04:04,77
2022-11-25,00:04:04,77
2022-11-25,00:04:06,77
2022-11-25,00:04:07,77
2022-11-25,00:04:08,78
2022-11-25,00:04:09,78
2022-11-25,00:04:10,78
2022-11-25,00:04:10,78
2022-11-25,00:04:12,79
2022-11-25,00:04:13,79
2022-11-25,00:04:14,79
2022-11-25,00:04:15,80
2022-11-25,00:04:18,80
2022-11-25,00:04:18,80
2022-11-25,00:04:18,81
2022-11-25,00:04:21,81
2022-11-25,00:04:21,81
2022-11-25,00:04:21,81
2022-11-25,00:04:22,81
2022-11-25,00:04:24,81
2022-11-25,00:04:24,82
2022-11-25,00:04:25,82
2022-11-25,00:04:27,82
2022-11-25,00:04:30,82
2022-11-25,00:04:30,82
2022-11-25,00:04:33,83
2022-11-25,00:04:33,83
2022-11-25,00:04:33,83
2022-11-25,00:04:35,84
2022-11-25,00:04:35,84
2022-11-25,00:04:35,84
2022-11-25,00:04:36,85
2022-11-25,00:04:36,85
2022-11-25,00:04:40,85
2022-11-25,00:04:40,85
2022-11-25,00:04:40,85
2022-11-25,00:04:41,85
2022-11-25,00:04:41,86
2022-11-25,00:04:42,86
