Date,Time,HeartRate
2022-11-23,00:00:00,0
2022-11-23,00:00:00,0
2022-11-23,00:00:01,55
2022-11-23,00:00:03,55
2022-11-23,00:00:04,55
2022-11-23,00:00:05,54
2022-11-23,00:00:06,54
2022-11-23,00:00:06,54
2022-11-23,00:00:08,54
2022-11-23,00:00:08,54
2022-11-23,00:00:09,54
2022-11-23,00:00:10,54
2022-11-23,00:00:12,54
2022-11-23,00:00:13,52
2022-11-23,00:00:13,53
2022-11-23,00:00:15,54
2022-11-23,00:00:18,54
2022-11-23,00:00:18,54
2022-11-23,00:00:19,54
2022-11-23,00:00:19,54
2022-11-23,00:00:19,54
2022-11-23,00:00:21,54
2022-11-23,00:00:22,54
2022-11-23,00:00:24,54
2022-11-23,00:00:24,54
2022-11-23,00:00:25,54
2022-11-23,00:00:25,55
2022-11-23,00:00:27,55
2022-11-23,00:00:30,54
2022-11-23,00:00:30,55
2022-11-23,00:00:30,54
2022-11-23,00:00:33,55
2022-11-23,00:00:35,56
