Date,Time,HeartRate
2022-12-15,00:00:00,116
2022-12-15,00:00:01,113
2022-12-15,00:00:02,113
2022-12-15,00:00:02,113
2022-12-15,00:00:04,105
2022-12-15,00:00:05,105
2022-12-15,00:00:05,105
2022-12-15,00:00:07,106
2022-12-15,00:00:08,107
2022-12-15,00:00:08,108
2022-12-15,00:00:10,110
2022-12-15,00:00:11,110
2022-12-15,00:00:11,111
2022-12-15,00:00:13,112
2022-12-15,00:00:14,112
2022-12-15,00:00:15,112
2022-12-15,00:00:16,111
2022-12-15,00:00:17,110
2022-12-15,00:00:18,110
2022-12-15,00:00:19,110
2022-12-15,00:00:20,109
2022-12-15,00:00:20,109
2022-12-15,00:00:22,110
2022-12-15,00:00:23,110
2022-12-15,00:00:23,110
2022-12-15,00:00:25,110
2022-12-15,00:00:26,110
2022-12-15,00:00:26,111
2022-12-15,00:00:28,111
2022-12-15,00:00:29,112
2022-12-15,00:00:30,113
2022-12-15,00:00:31,113
2022-12-15,00:00:32,114
2022-12-15,00:00:34,114
2022-12-15,00:00:34,115
2022-12-15,00:00:35,115
2022-12-15,00:00:36,115
2022-12-15,00:00:37,116
2022-12-15,00:00:38,116
2022-12-15,00:00:40,116
2022-12-15,00:00:40,116
2022-12-15,00:00:41,116
2022-12-15,00:00:42,115
2022-12-15,00:00:43,114
2022-12-15,00:00:44,113
2022-12-15,00:00:47,113
2022-12-15,00:00:47,113
2022-12-15,00:00:47,113
2022-12-15,00:00:48,113
2022-12-15,00:00:50,113
2022-12-15,00:00:50,114
2022-12-15,00:00:51,114
2022-12-15,00:00:52,113
2022-12-15,00:00:54,113
2022-12-15,00:00:55,109
2022-12-15,00:00:55,108
2022-12-15,00:00:56,107
2022-12-15,00:00:57,107
2022-12-15,00:00:59,107
2022-12-15,00:01:00,107
2022-12-15,00:01:00,107
2022-12-15,00:01:01,107
2022-12-15,00:01:02,107
2022-12-15,00:01:03,107
2022-12-15,00:01:04,107
2022-12-15,00:01:06,108
2022-12-15,00:01:06,108
2022-12-15,00:01:07,107
2022-12-15,00:01:08,107
2022-12-15,00:01:08,106
2022-12-15,00:01:10,106
2022-12-15,00:01:11,106
2022-12-15,00:01:12,106
2022-12-15,00:01:13,106
2022-12-15,00:01:14,106
2022-12-15,00:01:15,106
2022-12-15,00:01:16,105
2022-12-15,00:01:18,105
2022-12-15,00:01:18,105
2022-12-15,00:01:19,105
2022-12-15,00:01:20,106
2022-12-15,00:01:21,105
2022-12-15,00:01:22,105
2022-12-15,00:01:23,104
2022-12-15,00:01:24,104
2022-12-15,00:01:25,104
2022-12-15,00:01:26,104
2022-12-15,00:01:27,105
2022-12-15,00:01:28,105
2022-12-15,00:01:29,105
2022-12-15,00:01:31,105
2022-12-15,00:01:31,105
2022-12-15,00:01:32,105
2022-12-15,00:01:34,104
2022-12-15,00:01:34,103
2022-12-15,00:01:35,104
2022-12-15,00:01:36,104
2022-12-15,00:01:38,104
2022-12-15,00:01:38,104
2022-12-15,00:01:40,104
2022-12-15,00:01:40,104
2022-12-15,00:01:41,105
2022-12-15,00:01:42,105
2022-12-15,00:01:43,106
2022-12-15,00:01:44,107
2022-12-15,00:01:45,107
2022-12-15,00:01:46,107
2022-12-15,00:01:47,107
2022-12-15,00:01:48,106
2022-12-15,00:01:49,105
2022-12-15,00:01:50,104
2022-12-15,00:01:51,103
2022-12-15,00:01:52,103
2022-12-15,00:01:53,102
2022-12-15,00:01:53,102
2022-12-15,00:01:55,102
2022-12-15,00:01:56,103
2022-12-15,00:01:58,103
2022-12-15,00:01:58,104
2022-12-15,00:01:59,103
2022-12-15,00:02:00,103
2022-12-15,00:02:01,103
2022-12-15,00:02:02,103
2022-12-15,00:02:03,102
2022-12-15,00:02:04,102
2022-12-15,00:02:05,102
2022-12-15,00:02:05,102
2022-12-15,00:02:07,102
2022-12-15,00:02:08,102
2022-12-15,00:02:08,102
2022-12-15,00:02:10,102
2022-12-15,00:02:11,100
2022-12-15,00:02:13,100
2022-12-15,00:02:13,100
2022-12-15,00:02:15,100
2022-12-15,00:02:15,100
2022-12-15,00:02:16,100
2022-12-15,00:02:17,101
2022-12-15,00:02:18,102
2022-12-15,00:02:19,103
2022-12-15,00:02:20,104
2022-12-15,00:02:21,104
2022-12-15,00:02:22,104
2022-12-15,00:02:23,104
2022-12-15,00:02:24,101
2022-12-15,00:02:25,101
2022-12-15,00:02:27,102
2022-12-15,00:02:27,103
2022-12-15,00:02:28,103
2022-12-15,00:02:30,103
2022-12-15,00:02:31,103
2022-12-15,00:02:31,103
2022-12-15,00:02:32,103
2022-12-15,00:02:33,104
2022-12-15,00:02:34,104
2022-12-15,00:02:35,105
2022-12-15,00:02:36,106
2022-12-15,00:02:37,106
2022-12-15,00:02:38,107
2022-12-15,00:02:39,107
2022-12-15,00:02:40,107
2022-12-15,00:02:41,106
2022-12-15,00:02:42,106
2022-12-15,00:02:43,106
2022-12-15,00:02:44,101
2022-12-15,00:02:45,99
2022-12-15,00:02:46,99
2022-12-15,00:02:48,99
2022-12-15,00:02:48,100
2022-12-15,00:02:49,100
2022-12-15,00:02:50,101
2022-12-15,00:02:52,101
2022-12-15,00:02:52,101
2022-12-15,00:02:53,102
2022-12-15,00:02:53,101
2022-12-15,00:02:55,101
2022-12-15,00:02:56,101
2022-12-15,00:02:56,100
2022-12-15,00:02:58,100
2022-12-15,00:02:59,101
2022-12-15,00:03:01,101
2022-12-15,00:03:01,102
2022-12-15,00:03:02,101
2022-12-15,00:03:03,101
2022-12-15,00:03:04,100
2022-12-15,00:03:05,100
2022-12-15,00:03:07,100
2022-12-15,00:03:08,99
2022-12-15,00:03:08,99
2022-12-15,00:03:09,98
2022-12-15,00:03:10,98
2022-12-15,00:03:11,98
2022-12-15,00:03:12,99
2022-12-15,00:03:13,99
2022-12-15,00:03:14,100
2022-12-15,00:03:16,100
2022-12-15,00:03:16,101
2022-12-15,00:03:17,101
2022-12-15,00:03:18,102
2022-12-15,00:03:19,102
2022-12-15,00:03:21,102
2022-12-15,00:03:21,101
2022-12-15,00:03:22,100
2022-12-15,00:03:23,100
2022-12-15,00:03:24,100
2022-12-15,00:03:25,101
2022-12-15,00:03:26,102
2022-12-15,00:03:27,102
2022-12-15,00:03:28,102
2022-12-15,00:03:30,103
2022-12-15,00:03:30,103
2022-12-15,00:03:31,104
2022-12-15,00:03:33,104
2022-12-15,00:03:33,103
2022-12-15,00:03:34,103
2022-12-15,00:03:35,101
2022-12-15,00:03:37,101
2022-12-15,00:03:37,101
2022-12-15,00:03:38,102
2022-12-15,00:03:41,103
2022-12-15,00:03:41,104
2022-12-15,00:03:41,105
2022-12-15,00:03:41,105
2022-12-15,00:03:43,105
2022-12-15,00:03:44,105
2022-12-15,00:03:45,104
2022-12-15,00:03:46,103
2022-12-15,00:03:47,102
2022-12-15,00:03:47,102
2022-12-15,00:03:49,102
2022-12-15,00:03:50,102
2022-12-15,00:03:51,102
2022-12-15,00:03:52,103
2022-12-15,00:03:53,104
2022-12-15,00:03:55,104
2022-12-15,00:03:55,104
2022-12-15,00:03:56,103
2022-12-15,00:03:57,103
2022-12-15,00:03:58,103
2022-12-15,00:03:59,102
2022-12-15,00:04:00,102
2022-12-15,00:04:01,102
2022-12-15,00:04:03,102
2022-12-15,00:04:03,102
2022-12-15,00:04:04,102
2022-12-15,00:04:05,102
2022-12-15,00:04:06,103
2022-12-15,00:04:07,103
2022-12-15,00:04:08,103
2022-12-15,00:04:10,103
2022-12-15,00:04:10,104
2022-12-15,00:04:11,104
2022-12-15,00:04:13,104
2022-12-15,00:04:14,104
2022-12-15,00:04:14,103
2022-12-15,00:04:15,100
2022-12-15,00:04:16,99
2022-12-15,00:04:17,97
2022-12-15,00:04:18,97
2022-12-15,00:04:19,97
2022-12-15,00:04:20,98
2022-12-15,00:04:21,99
2022-12-15,00:04:24,100
2022-12-15,00:04:24,101
2022-12-15,00:04:24,103
2022-12-15,00:04:25,104
2022-12-15,00:04:26,104
2022-12-15,00:04:28,104
2022-12-15,00:04:28,104
2022-12-15,00:04:29,104
2022-12-15,00:04:30,103
2022-12-15,00:04:31,103
2022-12-15,00:04:32,103
2022-12-15,00:04:32,103
2022-12-15,00:04:34,103
2022-12-15,00:04:35,103
2022-12-15,00:04:35,103
2022-12-15,00:04:37,103
2022-12-15,00:04:38,104
2022-12-15,00:04:38,104
2022-12-15,00:04:40,105
2022-12-15,00:04:43,106
2022-12-15,00:04:43,107
2022-12-15,00:04:43,108
2022-12-15,00:04:44,108
2022-12-15,00:04:46,107
2022-12-15,00:04:46,106
2022-12-15,00:04:47,106
2022-12-15,00:04:48,104
2022-12-15,00:04:49,101
2022-12-15,00:04:55,101
2022-12-15,00:04:55,102
2022-12-15,00:04:55,103
2022-12-15,00:04:55,104
2022-12-15,00:04:55,106
2022-12-15,00:04:55,107
2022-12-15,00:04:58,108
2022-12-15,00:04:58,109
2022-12-15,00:04:58,109
2022-12-15,00:05:00,110
2022-12-15,00:05:00,111
2022-12-15,00:05:01,111
2022-12-15,00:05:02,111
2022-12-15,00:05:03,112
2022-12-15,00:05:04,112
2022-12-15,00:05:05,112
2022-12-15,00:05:09,112
2022-12-15,00:05:09,112
2022-12-15,00:05:09,111
2022-12-15,00:05:09,111
2022-12-15,00:05:10,111
2022-12-15,00:05:11,110
2022-12-15,00:05:12,109
2022-12-15,00:05:13,109
2022-12-15,00:05:14,108
2022-12-15,00:05:16,108
2022-12-15,00:05:16,108
2022-12-15,00:05:17,108
2022-12-15,00:05:17,108
2022-12-15,00:05:20,109
2022-12-15,00:05:20,109
2022-12-15,00:05:23,109
2022-12-15,00:05:23,109
2022-12-15,00:05:23,109
2022-12-15,00:05:23,109
2022-12-15,00:05:25,110
2022-12-15,00:05:26,110
2022-12-15,00:05:29,108
2022-12-15,00:05:29,106
2022-12-15,00:05:29,106
2022-12-15,00:05:30,105
2022-12-15,00:05:31,104
2022-12-15,00:05:32,104
2022-12-15,00:05:33,104
2022-12-15,00:05:34,104
2022-12-15,00:05:35,105
2022-12-15,00:05:36,106
2022-12-15,00:05:38,106
2022-12-15,00:05:39,106
2022-12-15,00:05:39,106
2022-12-15,00:05:40,106
2022-12-15,00:05:43,106
2022-12-15,00:05:44,106
2022-12-15,00:05:45,106
2022-12-15,00:05:45,106
2022-12-15,00:05:45,107
2022-12-15,00:05:46,107
2022-12-15,00:05:47,108
2022-12-15,00:05:48,108
2022-12-15,00:05:49,109
2022-12-15,00:05:50,109
2022-12-15,00:05:51,109
2022-12-15,00:05:52,109
2022-12-15,00:05:53,110
2022-12-15,00:05:54,110
2022-12-15,00:05:55,109
2022-12-15,00:05:56,109
2022-12-15,00:05:57,108
2022-12-15,00:05:58,107
2022-12-15,00:05:59,107
2022-12-15,00:06:01,106
2022-12-15,00:06:01,106
2022-12-15,00:06:02,106
2022-12-15,00:06:02,106
2022-12-15,00:06:05,106
2022-12-15,00:06:05,106
2022-12-15,00:06:06,105
2022-12-15,00:06:08,105
2022-12-15,00:06:08,105
2022-12-15,00:06:10,106
2022-12-15,00:06:10,106
2022-12-15,00:06:11,106
2022-12-15,00:06:11,106
2022-12-15,00:06:15,107
2022-12-15,00:06:15,108
2022-12-15,00:06:15,107
2022-12-15,00:06:17,107
2022-12-15,00:06:17,106
2022-12-15,00:06:17,103
