Date,Time,HeartRate
2022-12-14,00:00:00,101
2022-12-14,00:00:01,101
2022-12-14,00:00:02,101
2022-12-14,00:00:02,101
2022-12-14,00:00:04,101
2022-12-14,00:00:05,101
2022-12-14,00:00:05,101
2022-12-14,00:00:07,102
2022-12-14,00:00:08,102
2022-12-14,00:00:08,103
2022-12-14,00:00:10,103
2022-12-14,00:00:11,104
2022-12-14,00:00:11,104
2022-12-14,00:00:13,104
2022-12-14,00:00:14,104
2022-12-14,00:00:15,104
2022-12-14,00:00:16,104
2022-12-14,00:00:17,104
2022-12-14,00:00:17,104
2022-12-14,00:00:19,104
2022-12-14,00:00:20,104
2022-12-14,00:00:20,104
2022-12-14,00:00:22,104
2022-12-14,00:00:23,104
2022-12-14,00:00:23,104
2022-12-14,00:00:25,104
2022-12-14,00:00:26,104
2022-12-14,00:00:26,105
2022-12-14,00:00:28,106
2022-12-14,00:00:29,106
2022-12-14,00:00:30,107
2022-12-14,00:00:31,108
2022-12-14,00:00:32,108
2022-12-14,00:00:32,108
2022-12-14,00:00:34,107
2022-12-14,00:00:36,106
2022-12-14,00:00:36,106
2022-12-14,00:00:37,106
2022-12-14,00:00:38,105
2022-12-14,00:00:39,104
2022-12-14,00:00:40,104
2022-12-14,00:00:41,103
2022-12-14,00:00:42,102
2022-12-14,00:00:44,102
2022-12-14,00:00:44,102
2022-12-14,00:00:45,101
2022-12-14,00:00:46,101
2022-12-14,00:00:47,102
2022-12-14,00:00:48,102
2022-12-14,00:00:49,103
2022-12-14,00:00:50,104
2022-12-14,00:00:51,104
2022-12-14,00:00:52,104
2022-12-14,00:00:53,104
2022-12-14,00:00:55,104
2022-12-14,00:00:55,103
2022-12-14,00:00:56,102
2022-12-14,00:00:57,101
2022-12-14,00:00:58,101
2022-12-14,00:00:59,100
2022-12-14,00:01:00,101
2022-12-14,00:01:01,101
2022-12-14,00:01:02,101
2022-12-14,00:01:02,102
2022-12-14,00:01:04,102
2022-12-14,00:01:05,103
2022-12-14,00:01:05,103
2022-12-14,00:01:07,104
2022-12-14,00:01:08,104
2022-12-14,00:01:08,103
2022-12-14,00:01:11,103
2022-12-14,00:01:11,102
2022-12-14,00:01:13,102
2022-12-14,00:01:13,102
2022-12-14,00:01:14,102
2022-12-14,00:01:15,102
2022-12-14,00:01:16,102
2022-12-14,00:01:17,102
2022-12-14,00:01:17,102
2022-12-14,00:01:19,101
2022-12-14,00:01:20,100
2022-12-14,00:01:21,100
2022-12-14,00:01:22,100
2022-12-14,00:01:22,100
2022-12-14,00:01:24,100
2022-12-14,00:01:25,100
2022-12-14,00:01:26,100
2022-12-14,00:01:27,100
2022-12-14,00:01:28,101
2022-12-14,00:01:29,101
2022-12-14,00:01:30,102
2022-12-14,00:01:31,102
2022-12-14,00:01:32,102
2022-12-14,00:01:34,102
2022-12-14,00:01:34,102
2022-12-14,00:01:35,103
2022-12-14,00:01:36,103
2022-12-14,00:01:37,103
2022-12-14,00:01:38,103
2022-12-14,00:01:39,101
