Date,Time,HeartRate
2022-12-14,00:00:00,0
2022-12-14,00:00:01,0
2022-12-14,00:00:01,0
2022-12-14,00:00:02,65
2022-12-14,00:00:03,66
2022-12-14,00:00:04,65
2022-12-14,00:00:06,64
2022-12-14,00:00:06,64
2022-12-14,00:00:07,65
2022-12-14,00:00:08,64
2022-12-14,00:00:09,65
2022-12-14,00:00:10,65
2022-12-14,00:00:11,64
2022-12-14,00:00:12,65
2022-12-14,00:00:13,65
2022-12-14,00:00:15,65
2022-12-14,00:00:16,65
2022-12-14,00:00:16,65
2022-12-14,00:00:17,65
2022-12-14,00:00:18,65
2022-12-14,00:00:19,65
2022-12-14,00:00:21,65
2022-12-14,00:00:21,65
2022-12-14,00:00:22,65
2022-12-14,00:00:23,65
2022-12-14,00:00:24,65
2022-12-14,00:00:25,65
2022-12-14,00:00:26,65
2022-12-14,00:00:27,65
2022-12-14,00:00:28,65
2022-12-14,00:00:30,65
2022-12-14,00:00:30,65
2022-12-14,00:00:32,65
2022-12-14,00:00:32,65
2022-12-14,00:00:33,65
2022-12-14,00:00:34,65
2022-12-14,00:00:36,65
2022-12-14,00:00:36,65
2022-12-14,00:00:38,65
2022-12-14,00:00:38,65
2022-12-14,00:00:40,65
2022-12-14,00:00:41,65
2022-12-14,00:00:41,65
2022-12-14,00:00:43,65
2022-12-14,00:00:44,65
2022-12-14,00:00:45,65
2022-12-14,00:00:46,65
2022-12-14,00:00:49,65
2022-12-14,00:00:49,65
2022-12-14,00:00:49,65
2022-12-14,00:00:49,65
2022-12-14,00:00:52,65
2022-12-14,00:00:52,65
2022-12-14,00:00:53,65
2022-12-14,00:00:53,65
2022-12-14,00:00:55,65
2022-12-14,00:00:55,65
2022-12-14,00:00:56,65
2022-12-14,00:00:58,66
2022-12-14,00:00:59,65
2022-12-14,00:01:00,65
2022-12-14,00:01:01,65
2022-12-14,00:01:02,65
2022-12-14,00:01:03,65
2022-12-14,00:01:04,65
2022-12-14,00:01:04,65
2022-12-14,00:01:06,65
2022-12-14,00:01:07,65
2022-12-14,00:01:07,65
2022-12-14,00:01:08,65
2022-12-14,00:01:09,66
2022-12-14,00:01:10,66
2022-12-14,00:01:11,66
2022-12-14,00:01:13,66
2022-12-14,00:01:15,66
2022-12-14,00:01:15,66
2022-12-14,00:01:15,66
2022-12-14,00:01:17,66
2022-12-14,00:01:17,67
2022-12-14,00:01:18,67
2022-12-14,00:01:19,67
2022-12-14,00:01:21,66
2022-12-14,00:01:22,66
2022-12-14,00:01:23,66
2022-12-14,00:01:23,66
2022-12-14,00:01:24,65
2022-12-14,00:01:25,66
2022-12-14,00:01:26,65
2022-12-14,00:01:28,66
2022-12-14,00:01:30,65
2022-12-14,00:01:30,66
